,Message,Label
3981,ringtoneking 84484,1
1355,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,0
546,Then any special there?,0
5260,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,0
2825,No need to buy lunch for me.. I eat maggi mee..,0
3892,No problem. We will be spending a lot of quality time together...,0
3811,"Aight, can you text me the address?",0
5474,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,0
4084,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",0
4881,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,0
1676,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",0
3884,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight",0
592,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,1
523,Were gonna go get some tacos,0
928,K:)i will give my kvb acc details:),0
1560,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",0
3530,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",1
3627,Yeah right! I'll bring my tape measure fri!,0
1666,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,0
2316,That's significant but dont worry.,0
4001,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",1
4691,Ok no prob,0
194,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0
273,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1
2670,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,1
5192,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,0
1643,Sleeping nt feeling well,0
3288,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",0
610,"It's fine, imma get a drink or somethin. Want me to come find you?",0
858,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,0
5038,(You didn't hear it from me),0
2022,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",0
3968,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,1
1482,"I'm a guy, browsin is compulsory",0
5025,Where you. What happen,0
2456,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",0
1609,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,0
3023,How dare you change my ring,0
1497,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,0
998,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,0
170,Yes :)it completely in out of form:)clark also utter waste.,0
1769,How. Its a little difficult but its a simple way to enter this place,0
4367,Mm yes dear look how i am hugging you both. :-P,0
3897,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,1
4324,Aight well keep me informed,0
1398,Then we wait 4 u lor... No need 2 feel bad lar...,0
5452,What???? Hello wats talks email address?,0
572,Do you know where my lab goggles went,0
4874,Lol! Oops sorry! Have fun. ,0
698,meet you in corporation st outside gap … you can see how my mind is working!,0
4523,DO U WANT 2 MEET UP 2MORRO,0
4199,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1
3870,No let me do the math. Your not good at it.,0
2017,"Princess, is your kitty shaved or natural?",0
2587,If you don't respond imma assume you're still asleep and imma start calling n shit,0
2116,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,0
5442,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",0
3617,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",0
1823,If you're thinking of lifting me one then no.,0
5494,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",0
748,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,1
3037,;-) ok. I feel like john lennon.,0
416,Whatsup there. Dont u want to sleep,0
3481,What was she looking for?,0
54,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,1
3919,No need to ke qi... Ü too bored izzit y suddenly thk of this...,0
489,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",0
2895,K...k...yesterday i was in cbe .,0
3940,Y ü wan to go there? C doctor?,0
5439,Hey i've booked the 2 lessons on sun liao...,0
385,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",1
5564,Why don't you wait 'til at least wednesday to see if you get your .,0
3904,Waiting in e car 4 my mum lor. U leh? Reach home already?,0
2848,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",1
1364,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",0
2650,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",0
3607,"That means you got an A in epi, she.s fine. She.s here now.",0
945,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",0
241,Tomarrow final hearing on my laptop case so i cant.,0
5045,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",0
1599,Daddy will take good care of you :),0
1312,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,0
2761,I dont thnk its a wrong calling between us,0
2609,Hello madam how are you ?,0
1706,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,0
3850,U in town alone?,0
1269,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,1
5302,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,0
4344,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,0
925,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,0
2811,Mm so you asked me not to call radio,0
1322,"I wake up long ago already... Dunno, what other thing?",0
5150,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",0
5385,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,0
5026,I was gonna ask you lol but i think its at 7,0
5353,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...,0
2995,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",0
4352,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0
1719,"As in missionary hook up, doggy hook up, standing...|",0
1759,Sorry i'm not free...,0
5218,I accidentally brought em home in the box,0
5558,"Sorry, I'll call later",0
1485,"Sorry, I'll call later",0
818,Also are you bringing galileo or dobby,0
71,Finished class where are you.,0
3794,Hey are you angry with me. Reply me dr.,0
1969,2 laptop... I noe infra but too slow lar... I wan fast one,0
1523,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,0
2578,Hey whats up? U sleeping all morning?,0
2503,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",0
1255,What your plan for pongal?,0
3878,"Sorry sir, i will call you tomorrow.  senthil.hsbc",0
1622,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",0
3156,Ok...,0
434,Booked ticket for pongal?,0
5033,Ok i vl..do u know i got adsense approved..,0
2632,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",1
3436,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,0
5048,Hmmm.still we dont have opener?,0
5151,No problem with the renewal. I.ll do it right away but i dont know his details.,0
1201,Otherwise had part time job na-tuition..,0
5448,"aight we can pick some up, you open before tonight?",0
478,Tension ah?what machi?any problem?,0
3973,WOT U UP 2 J?,0
2532,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,0
4767,Whens your radio show?,0
5185,I just cooked a rather nice salmon a la you,0
3353,Call him and say you not coming today ok and tell them not to fool me like this ok,0
552,"Hurry up, I've been weed-deficient for like three days",0
2876,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",0
2887,No probs hon! How u doinat the mo?,0
722,S'fine. Anytime. All the best with it.,0
5553,Hahaha..use your brain dear,0
393,Morning only i can ok.,0
3691,What happen dear tell me,0
2581,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,1
4475,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,1
4972,Hey come online! Use msn... We are all there,0
526,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,0
2773,Still in customer place,0
1050,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1
4988,No rushing. I'm not working. I'm in school so if we rush we go hungry.,0
2088,"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.",0
1143,Have you had a good day? Mine was really busy are you up to much tomorrow night?,0
2528,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",0
1470,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0
1213,"Yo, the game almost over? Want to go to walmart soon",0
1877,Watching tv now. I got new job :),0
104,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0
4277,Can you please send me my aunty's number,0
4091,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,1
1231,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,0
239,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0
2824,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...,0
165,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",1
4939,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,0
2084,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",0
4916,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,0
2821,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,1
4766,if you text on your way to cup stop that should work. And that should be BUS,0
400,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,0
2488,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,0
4088,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,1
3510,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,0
5557,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,0
5368,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,1
11,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",1
4882,When/where do I pick you up,0
309,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",1
1527,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",0
732,No he didn't. Spring is coming early yay!,0
1696,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,0
2263,It should take about  &lt;#&gt;  min,0
5297,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,0
4163,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,0
2996,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,0
2344,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0
1348,She doesnt need any test.,0
1933,Jus finished avatar nigro,0
2105,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,0
3249,Also track down any lighters you can find,0
5325,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",0
1001,No..but heard abt tat..,0
4146,Lol I would but despite these cramps I like being a girl.,0
200,"Found it, ENC  &lt;#&gt; , where you at?",0
4482,No..its ful of song lyrics..,0
2391,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,0
3796,Also remember the beads don't come off. Ever.,0
1033,HAPPY NEW YEAR MY NO.1 MAN,0
5235,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,0
1592,That's my honeymoon outfit. :),0
403,The hair cream has not been shipped.,0
3643,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,0
1026,I have a sore throat. It's scratches when I talk,0
4487,have * good weekend.,0
1762,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",0
1590,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,0
3104,"U so lousy, run already come back then half dead... Hee...",0
3155,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,1
4116,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,0
1249,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",0
3225,Sorry da thangam.it's my mistake.,0
4110,I want to lick your pussy now...,0
5315,Hahaha..use your brain dear,0
2349,That seems unnecessarily affectionate,0
2595,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",0
3117,Uncle Abbey! Happy New Year. Abiola,0
2321,This pain couldn't have come at a worse time.,0
637,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",0
1921,Dont know you bring some food,0
1125,Aiyar sorry lor forgot 2 tell u...,0
1061,I'm working technical support :)voice process.networking field.,0
2011,Dunno lei... I thk mum lazy to go out... I neva ask her yet...,0
2638,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,0
1520,Check wid corect speling i.e. Sarcasm,0
2468,Is there coming friday is leave for pongal?do you get any news from your work place.,0
1625,500 free text msgs. Just text ok to 80488 and we'll credit your account,1
3735,"4 tacos + 1 rajas burrito, right?",0
4912,Love that holiday Monday feeling even if I have to go to the dentists in an hour,0
4682,Are you staying in town ?,0
1035,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,0
1338,Then she buying today? Ü no need to c meh...,0
4713,Thats cool princess! I will cover your face in hot sticky cum :),0
5406,Dear are you angry i was busy dear,0
3974,"Night night, see you tomorrow",0
1793,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",1
5433,You're gonna have to be way more specific than that,0
783,Beerage?,0
1959,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",0
4594,It's ok i wun b angry. Msg u aft i come home tonight.,0
3943,She's borderline but yeah whatever.,0
4486,What not under standing.,0
1372,I though we shd go out n have some fun so bar in town or something – sound ok?,0
5240,"Gud gud..k, chikku tke care.. sleep well gud nyt",0
5098,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",1
4590,Have you not finished work yet or something?,0
4223,Yo you around? A friend of mine's lookin to pick up later tonight,0
2010,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",0
2478,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",0
4929,Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,0
1865,You call him now ok i said call him,0
297,Unless it's a situation where YOU GO GURL would be more appropriate,0
5371,"Lol, oh you got a friend for the dog ?",0
2837,Nice.nice.how is it working?,0
2612,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,1
3359,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,0
4161,i felt so...not any conveying reason.. Ese he... What about me?,0
3640,Wat's da model num of ur phone?,0
1968,Even i cant close my eyes you are in me our vava playing umma :-D,0
4851,Maybe you should find something else to do instead???,0
3398,Heehee that was so funny tho,0
817,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",0
2025,U having lunch alone? I now so bored...,0
5367,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,0
4909,"I'm in solihull, | do you want anything?",0
3158,Havent shopping now lor i juz arrive only,0
518,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,1
597,Gud mrng dear have a nice day,0
4105,Do u hav any frnd by name ashwini in ur college?,0
2012,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",0
413,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",0
2730,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",1
1824,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,0
4799,Just come home. I don't want u to be miserable,0
1009,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",0
4128,"Sorry, I'll call later",0
2832,Thanx 4 sending me home...,0
4575,:( but your not here....,0
367,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",1
1291,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,0
5518,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",0
2631,No way I'm going back there!,0
4627,Lol ... I knew that .... I saw him in the dollar store,0
4921,"G says you never answer your texts, confirm/deny",0
3202,Nice.nice.how is it working?,0
1367,Bbq this sat at mine from 6ish. Ur welcome 2 come,0
103,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
2103,Audrie lousy autocorrect,0
2687,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,0
4159,It certainly puts things into perspective when something like this happens,0
1631,I am going to film 2day da. At 6pm. Sorry da.,0
1165,Well. Im computerless. Time to make some oreo truffles,0
4980,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),0
4268,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,0
1453,"That's good, because I need drugs",0
3733,Gud mrng dear hav a nice day,0
5277,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",0
2158,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0
5032,Hey... Very inconvenient for your sis a not huh?,0
3655,Why i come in between you people,0
3948,"Sorry, went to bed early, nightnight",0
507,"Maybe westshore or hyde park village, the place near my house?",0
3697,I am in tirupur.  call you da.,0
1017,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1
865,Dude ive been seeing a lotta corvettes lately,0
505,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,1
1368,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",0
910,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1
1977,Lol alright i was thinkin that too haha,0
3519,Are you willing to go for apps class.,0
724,Ya even those cookies have jelly on them,0
1518,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,1
767,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",0
476,Ok I'm gonna head up to usf in like fifteen minutes,0
5143,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,0
1217,You have 1 new voicemail. Please call 08719181513.,1
3540,What happen dear. Why you silent. I am tensed,0
2416,Huh means computational science... Y they like dat one push here n there...,0
2139,K still are you loving me.,0
2001,But i'll b going 2 sch on mon. My sis need 2 take smth.,0
3985,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",0
829,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",0
3113,Just haven't decided where yet eh ?,0
3921,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk,1
4927,"Oh yes, why is it like torture watching england?",0
3460,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,1
1219,K..k..i'm also fine:)when will you complete the course?,0
3708,Aight do you still want to get money,0
3044,Your bill at 3 is £33.65 so thats not bad!,0
3634,Hui xin is in da lib.,0
4893,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,0
5231,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,0
1519,Shall i ask one thing if you dont mistake me.,0
1394,Oh ok..,0
1856,K.:)you are the only girl waiting in reception ah?,0
2889,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,0
3105,That's y i said it's bad dat all e gals know u... Wat u doing now?,0
2479,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,0
536,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",0
316,K.k:)advance happy pongal.,0
1669,"Yes..but they said its IT.,",0
3492,Ok.,0
281,You got called a tool?,0
1596,Pls confirm the time to collect the cheque.,0
4097,"Hey , is * rite u put »10 evey mnth is that all?",0
4449,I sent them. Do you like?,0
5080,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,0
3622,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,0
3025,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,0
2273,"Haha awesome, I've been to 4u a couple times. Who all's coming?",0
1058,Ard 515 like dat. Y?,0
3274,Just finished eating. Got u a plate. NOT leftovers this time.,0
1941,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,0
1256,Just wait till end of march when el nino gets himself. Oh.,0
3203,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,0
2259,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0
2386,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",1
4049,Lol or I could just starve and lose a pound by the end of the day.,0
497,Nope... Think i will go for it on monday... Sorry i replied so late,0
2239,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,0
5236,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0
2262,Did you show him and wot did he say or could u not c him 4 dust?,0
3637,ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX,0
2753,Sat right? Okay thanks... ,0
627,How many licks does it take to get to the center of a tootsie pop?,0
4127,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1
5154,"Like  &lt;#&gt; , same question",0
3321,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,0
512,Prabha..i'm soryda..realy..frm heart i'm sory,0
3448,Sitting ard nothing to do lor. U leh busy w work?,0
4140,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",0
987,I'm in office now . I will call you  &lt;#&gt;  min:),0
1566,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",0
